ticker,dateTime,open,high,low,close,volume
JPN.MI,06/04/2006,123.35,125.08,123.3,123.99,5670
JPN.MI,07/04/2006,125.08,125.4,124.6,124.84,5926
JPN.MI,10/04/2006,124.88,125.42,124.31,124.62,16174
JPN.MI,11/04/2006,127.54,127.54,123,123.28,16826
JPN.MI,12/04/2006,122.5,122.83,121.8,122,11136
JPN.MI,13/04/2006,122.17,122.8,121.9,122.49,9405
JPN.MI,18/04/2006,121.5,122.01,121.2,121.86,5515
JPN.MI,19/04/2006,121.54,122.5,120.93,121.05,9076
JPN.MI,20/04/2006,121.13,122.29,120.9,121.81,8109
JPN.MI,21/04/2006,121.69,122.75,121.69,122.2,10147
JPN.MI,24/04/2006,122.15,125.04,120.47,120.99,6890
JPN.MI,25/04/2006,124,124,120.05,121.36,1266
JPN.MI,26/04/2006,121.78,122.08,120.8,121.77,1671
JPN.MI,27/04/2006,122.01,122.01,120.6,121.6,2499
JPN.MI,28/04/2006,121.17,121.17,120.03,120.42,4036
JPN.MI,02/05/2006,121.8,121.8,121,121.74,1812
JPN.MI,03/05/2006,121.93,121.98,121.5,121.66,2134
JPN.MI,04/05/2006,122,122.73,122,122.51,1481
JPN.MI,05/05/2006,122.51,123.49,122.49,123.3,1887
JPN.MI,08/05/2006,123.36,125.5,123.36,123.64,6346
JPN.MI,09/05/2006,123.7,124.98,123.28,123.37,4664
JPN.MI,10/05/2006,122.58,122.6,121.8,122.17,5667
JPN.MI,11/05/2006,122,122,120.2,120.28,3196
JPN.MI,12/05/2006,120,120.05,117.18,117.78,11005
JPN.MI,15/05/2006,119.63,119.63,117.73,118.18,2995
JPN.MI,16/05/2006,116.55,117.41,116.5,117.25,4216
JPN.MI,17/05/2006,117.01,118.53,115.7,116.78,5892
JPN.MI,18/05/2006,115.7,116.13,114.94,115.3,1910
JPN.MI,19/05/2006,115,116.12,115,115.54,2181
JPN.MI,22/05/2006,115.05,115.05,111.11,112.05,6274
JPN.MI,23/05/2006,110.11,113.05,110.11,112.99,6299
JPN.MI,24/05/2006,111.1,112.17,110.9,111.71,5089
JPN.MI,25/05/2006,110.79,112.39,110.22,112.34,5795
JPN.MI,26/05/2006,112.8,113.75,112.8,113.37,2586
JPN.MI,29/05/2006,113.34,113.69,113.2,113.49,590
JPN.MI,30/05/2006,113.2,113.2,111.11,111.17,1126
JPN.MI,31/05/2006,110,111.48,109.2,111.06,6599
JPN.MI,01/06/2006,110.85,111.16,109.92,110.37,3448
JPN.MI,02/06/2006,111.92,112.12,111.35,111.37,495
JPN.MI,05/06/2006,111.14,111.19,110.19,110.4,382
JPN.MI,06/06/2006,109,110.3,107,107.38,6467
